,Outlet/Publication,Headline,Hit sentence,Url,Rating
68,twitter.com,"[ MalleryDental ] Before buying your mouthwash, be sure to look for the ADA seal of approval so that you know the claims on the... http://fb.me/25l59mnHc  by MalleryDental","[ MalleryDental ] Before buying your mouthwash, be sure to look for the ADA seal of approval so that you know the claims on the... http://fb.me/25l59mnHc ",http://twitter.com/MalleryDental/statuses/869584384952860673,Not Spam
69,twitter.com,[ PhillyMoreno1 ] They're making Listerine w/no alcohol now. I remember that piss green Listerine my parents used to use. OMG it would burn a hole in steel! by PhillyMoreno1,[ PhillyMoreno1 ] They're making Listerine w/no alcohol now. I remember that piss green Listerine my parents used to use. OMG it would burn a hole in steel!,http://twitter.com/PhillyMoreno1/statuses/869591021486837761,Not Spam
70,twitter.com,"[ MBPanganiban ] RT @RMComedy: A ""Listerine Bottle Head Dress."" Just a costume? Really. Defend that, Appropriation Prize supporters. I'll wait. #appropriati… by MBPanganiban","[ MBPanganiban ] RT @RMComedy: A ""Listerine Bottle Head Dress."" Just a costume? Really. Defend that, Appropriation Prize supporters. I'll wait. #appropriati…",http://twitter.com/MBPanganiban/statuses/869565206812180480,Not Spam
71,facebook.com,Bamboo Mouthwash-gargle by wilai Dr. grey,"Gargle MouthWash BamBoo teeth whiter since the first use. A foul mouth, yellow teeth, ✨ ✨, ✨ limestone. These issues are all 100% single person will come out stains your teeth look whiter. No need to scrape Tartar, odorless pakrawang day (^_^) interest/inquiry/consultation/purchase promo. Tel: 084-785-5133 Straight Line: id: k.wilai333. open to dealers across the country and the world.",http://www.facebook.com/158629741013839/posts/661910300685778,Spam
72,twitter.com,"[ DantonsInferno ] traveling swallowing dramamine, feeling spaced breathing out listerine by DantonsInferno","[ DantonsInferno ] traveling swallowing dramamine, feeling spaced breathing out listerine",http://twitter.com/DantonsInferno/statuses/869610002260119552,Not Spam
73,sitisstreet.blogspot.com,Ala Ramadan preparation tips Siti Juwariyah #RamadhanShopee," did not buy with the sweet, the Messenger very like breaking the fruit dates with odd amounts. Fifth, before bedtime do the same thing that is brush your teeth and berkumurlah back with Listerine. You can get in stores listerin Shopee, one here and the last https://shopee.co.id/bosskosmetikmedan kurangilah talking perbanyaklah and recite the qur'an, hopefully these tips could be a little beneficial yaa ... And one last tip for ya",http://sitisstreet.blogspot.com/2017/05/tips-persiapan-ramadhan-ala-siti.html,Not Spam
74,twitter.com,[vitu011307] RT @ PobreVerdadeiro: # SddsDaMinhaInfancia qnd my hand lived with spit and had no money to buy Listerine Https://t.co/22qy4utowe by vitu011307,[vitu011307] RT @ PobreVerdadeiro: # SddsDaMinhaInfancia qnd my hand lived with spit and had no money to buy Listerine Https://t.co/22qy4utowe,http://twitter.com/vitu011307/statuses/869914151904313344,Not Spam
75,facebook.com,Gargle bamboo bamboomouthwash by Gab Ubon Chomphoophen,"This kind of problem, we can help you. Toothpaste mouthwash #Bamboo HYDENT ... ✅ buddy .. teeth toothpaste. #HYDENT .., traces of suspended bacteria inhibitor plus bad breath. Reduce the sensitivity Fresh breath, reduces inflammation of the gums. The quantity of 80 m Suez # gargle mouthwash special bamboo pulp extract, #Bamboo. Eliminate stains the teeth. There are no fresh breath alcohol substance eliminates 99.99% of bacteria, not a burning sensation in the mouth. Children use. Adult bad net volume 300 ml free shipping to my country. Open to the strong dealer. Contact, order or enquiry Line: @kotdee Tel ☎️ 969626544.",http://www.facebook.com/379520658912103/posts/631698370360996,Spam
76,twitter.com,"[Pkno _] Bath de Listerine, Listerine ha ha ha by pkno _","[Pkno _] Bath de Listerine, Listerine ha ha ha",http://twitter.com/pkno_/statuses/869751609533886464,Not Spam
77,twitter.com,[ Zaku227 ] @cnnbrk I heard she lost cause Nero set Rome on fire. And because she bought the Listerine flavor that doesn't ting… https://t.co/4SEDY7txbp by Zaku227,[ Zaku227 ] @cnnbrk I heard she lost cause Nero set Rome on fire. And because she bought the Listerine flavor that doesn't ting… https://t.co/4SEDY7txbp,http://twitter.com/Zaku227/statuses/870079499899219976,Not Spam
78,facebook.com,18 Amazing Uses For Mouthwash That Will Make Life a LOT Easi... by Softball,"18 Amazing Uses For Mouthwash That Will Make Life a LOT Easier It’s not JUST for washing your mouth. In fact, it can do stuff all over the house.",http://www.facebook.com/56466671216/posts/10155208255481217,Not Spam
79,twitter.com,[ christneb0831 ] STOP drinking the mouthwash. #Covfefe by christneb0831,[ christneb0831 ] STOP drinking the mouthwash. #Covfefe,http://twitter.com/christneb0831/statuses/869788079464173573,Not Spam
80,twitter.com,[ WalkinOnTheBlvd ] #Listerine https://t.co/PpmtEHahkK by WalkinOnTheBlvd,[ WalkinOnTheBlvd ] #Listerine https://t.co/PpmtEHahkK,http://twitter.com/WalkinOnTheBlvd/statuses/869924283774095361,Not Spam
81,facebook.com,Timeline Photos by Beauty Bulletin,"Whiter, brighter teeth in just two weeks? YES PLEASE! Are you as excited as we are about our new Beauty Bulletin review project? It's definitely something to smile about! We have recruited 50 beauties and their bffs to put the new Listerine Advanced White mouthwash to test: http://mailchi.mp/beautybulletin/irre20ee9v-522881 #2WeeksWhiterTeeth",http://www.facebook.com/165272100178533/posts/1419294508109613,Spam
82,facebook.com,Colostrum Thailand by Wipawan Jaijaree," Line:: @ g.story (@ ahead?) Tel:: 089-9691065. He drew the death Brigade in. >>!!! Wai ritdot customer sends yayok, closer to review เล้ยย for anyone that has a problem stains yellow teeth. Limestone islands have bad teeth whiter 2 times!!! Do not rely on the doctor steps over white teeth, praising come garden Antoine sur offer a set of white teeth suited to who see Bamboo Mouthwash cleaners, dispersing plaque special extract, bamboo (bamboo substances. Poly phenolic Bamboo Polyphenols) is copyright to bring special production and efficiency in bringing the stains, stains, dirt and food scraps mucus comes out.",http://www.facebook.com/1100953733283331/posts/1579913978720635,Spam
83,twitter.com,"[ khan_diem ] I was in this Chinese restaurant, they gave me listerine instead of coco cola. Must've been April fools. by khan_diem","[ khan_diem ] I was in this Chinese restaurant, they gave me listerine instead of coco cola. Must've been April fools.",http://twitter.com/khan_diem/statuses/869517343990456320,Not Spam
84,twitter.com,"[ dej_rosegoId ] RT @iHateSergioToo: How can you go all day not knowing yo breath stank, nigga I know you taste that shit, nigga need a Listerine Slurpee, s… by dej_rosegoId","[ dej_rosegoId ] RT @iHateSergioToo: How can you go all day not knowing yo breath stank, nigga I know you taste that shit, nigga need a Listerine Slurpee, s…",http://twitter.com/dej_rosegoId/statuses/869566730833625096,Not Spam
85,twitter.com,"[LAROAD10] Starring Shing Kakehi Miwako/I was beaten by a woman who absolutely did not ""why!?""... The answer and the happy ending, press the button below, tweet and check! # Listerine https://t.co/xGlQXcsC79 by LAROAD10","[LAROAD10] Starring Shing Kakehi Miwako/I was beaten by a woman who absolutely did not ""why!?""... The answer and the happy ending, press the button below, tweet and check! # Listerine https://t.co/xGlQXcsC79 to be bold in # Listerine",http://twitter.com/LAroad10/statuses/869809181141893120,Not Spam
86,twitter.com,[ Jacksonftf ] RT @lindseykorak: @Jacksonftf listerine fairy by Jacksonftf,[ Jacksonftf ] RT @lindseykorak: @Jacksonftf listerine fairy,http://twitter.com/Jacksonftf/statuses/869731847739232258,Not Spam
87,twitter.com,"[CatrinaSinister] RT @ Star Hail Proll: I think about a new tattoo after and since I use mouth water very often, it will probably be a bottle of Listerine on D... by Catrinasinister","[CatrinaSinister] RT @ Star Hail Proll: I think about a new tattoo after and since I use mouth water very often, it will probably be a bottle of Listerine on D...",http://twitter.com/CatrinaSinister/statuses/870008909779652608,Not Spam
88,twitter.com,[ benlovell ] @petercamfield I’m not a philistine! (I prefer blue listerine.) by benlovell,[ benlovell ] @petercamfield I’m not a philistine! (I prefer blue listerine.),http://twitter.com/benlovell/statuses/869907126315098112,Not Spam
89,twitter.com,[ MouthwashJohn ] Italians have pretty good food as well. Since I'm american I of course eat lots of meat but I eat italian food along with meat by MouthwashJohn,[ MouthwashJohn ] Italians have pretty good food as well. Since I'm american I of course eat lots of meat but I eat italian food along with meat,http://twitter.com/MouthwashJohn/statuses/869604704896114688,Spam
90,twitter.com,"[ River_Phan ] RT @TheBiancaDelRio: DRAG QUEEN TOILETRY BAGS...... on the right, MINE! On the left @allaboutvalentina     ❤️❤️ #toomuchshit #listerine... ht… by River_Phan","[ River_Phan ] RT @TheBiancaDelRio: DRAG QUEEN TOILETRY BAGS...... on the right, MINE! On the left @allaboutvalentina     ❤️❤️ #toomuchshit #listerine... ht…",http://twitter.com/River_Phan/statuses/869580978121003012,Not Spam
91,twitter.com,[DuartelPedro] @ _ pedroruts have to have a bath of Listerine!! by Duartelpedro,[DuartelPedro] @ _ pedroruts have to have a bath of Listerine!!,http://twitter.com/DuartelPedro/statuses/870094882966294528,Not Spam
92,twitter.com,[ VickyLevi ] Have fun using your listerine & spit infused mascara          by VickyLevi,[ VickyLevi ] Have fun using your listerine & spit infused mascara,http://twitter.com/VickyLevi/statuses/869636164008988672,Not Spam
93,twitter.com,[ thewordyukko ] *destroys fidget spinners using the power of Listerine* by thewordyukko,[ thewordyukko ] *destroys fidget spinners using the power of Listerine*,http://twitter.com/thewordyukko/statuses/869740141870366720,Not Spam
94,facebook.com,Bamboo-FREE Hat Yai municipality. A morning with breath scented. Moss still ...... by Uma Binnui.,"Bamboo-FREE Hat Yai municipality. A morning with breath scented still foul-mouth tooth Moss. yellow swollen gums, teeth pain, listen to these chara ... ** dare try, don't miss special rate!!! HYDENT toothpaste-Tartar, plaque, bacteria inhibitor reduces odor, mouth. -Reduces tooth sensitivity when used continuously nourishes the tooth gums stronger and reduces inflammation. Fresh breath-all white teeth against decay Bamboo mouthwash gargle special extract from bamboo. -' By the teeth that stick to deep-breath fresh-no substance, alcohol is not eliminating bacteria, 99.99% of mouth-tingling-excellent cleaning, suitable for all interested @ 0993619629 .., chara.",http://www.facebook.com/127717040641847/posts/1371290442951161,Spam
95,talkfabulous.com,Summer Beauty Hacks," dying to try this hack for a while now. I don't usually buy mouthwash, so that's probably what's been holding me back. While on a Target run the other day, I decided to bite the bullet and give it a try. Boy am I glad I did! This is amazing! Simply mix 1 part Listerine, 1 part vinegar, and 2 parts warm water. After a 10 minute soak, any dead skin just comes right off. I'd suggest using a pumice stone or something like that to help remove the dead skin. It leaves your skin feeling soft and minty",http://www.talkfabulous.com/2017/05/summer-beauty-hacks.html,Not Spam
96,rachel-the-gardener.blogspot.com,"Garden Hygiene III: First, sterilise your secateurs...."," Listerine once a week, then let it air dry. So much for using Listerine as a mouthwash! My dental hygienist has always said that all mouthwashes are utterly pointless, and this certainly supports her: so rather than using it as a rather ineffective antiseptic, it is actually a quite effective disinfectant (ie to kill microorganisms on things around us). Oh, and you should replace it - the toothbrush - every 3 months anyway, as the germs will build up on it in that time, to a maximum level. How",http://rachel-the-gardener.blogspot.com/2017/05/garden-hygiene-iii-first-sterilise-your.html,Not Spam
97,facebook.com,Gargle bamboo bamboomouthwash by Lamon Manow,"This kind of problem, we can help you. Toothpaste mouthwash #Bamboo HYDENT ... ✅ buddy .. teeth toothpaste. #HYDENT .., traces of suspended bacteria inhibitor plus bad breath. Reduce the sensitivity Fresh breath, reduces inflammation of the gums. The quantity of 80 m Suez # gargle mouthwash special bamboo pulp extract, #Bamboo. Eliminate stains the teeth. There are no fresh breath alcohol substance eliminates 99.99% of bacteria, not a burning sensation in the mouth. Children use. Adult bad net volume 300 ml free shipping to my country. Open to the strong dealer. Contact, order or enquiry Line: @kotdee Tel ☎️ 969626544.",http://www.facebook.com/916925115031257/posts/1466861396704290,Spam
98,twitter.com,[ Jacksonftf ] off half a bottle of listerine by Jacksonftf,[ Jacksonftf ] off half a bottle of listerine,http://twitter.com/Jacksonftf/statuses/869724470403100676,Not Spam
99,twitter.com,[Menstruallica] RT @hatesfor: lavastes with Menstruallica com by listerine,[Menstruallica] RT @hatesfor: lavastes a com with listerine,http://twitter.com/Menstruallica/statuses/870029778157522944,Not Spam
100,twitter.com,[ magnaxsolis_ ] RT @mixedhunty: me when i run out of alcohol and drink listerine https://t.co/YWN8OIPEZ5 by magnaxsolis_,[ magnaxsolis_ ] RT @mixedhunty: me when i run out of alcohol and drink listerine https://t.co/YWN8OIPEZ5,http://twitter.com/magnaxsolis_/statuses/869680841366028289,Not Spam
101,mintyfresh.typepad.com,Halitosis And Its Elimination," with special brushes. - Often drink green tea, which cleans the mouth due to its strong antibacterial action. - Prepare a mouthwash - a glass of warm water mix well in equal proportions, mint and sage. - Drink tea made from anise, chew fennel, cloves, bay leaf and parsley. These plants have strong antibacterial properties and eliminate bad breath. Other effective herbs for the treatment of gum disease: cumin, bloodroot, echinacea, menthol, peppermint, oil of sage and myrrh. - As often as",http://mintyfresh.typepad.com/blog/2017/05/halitosis-and-its-elimination.html,Not Spam
102,twitter.com,[Wanwanpanic] @ Listerine! by Wanwanpanic,[Wanwanpanic] @ Listerine!,http://twitter.com/wanwanpanic/statuses/869900338161082369,Not Spam
103,atimetoshare.me,AM I LOSING IT?," confusion, we need to turn that befuddlement over to the One who created the earth, the universe and ahead of me – even all that’s in it. He can make sense out of chaos. He has all the answers. He will set us on the right course. Right now it may seem that I’m losing it. I might still put the recycling in the trash bin instead of the one reserved for recycling. I might get into the wrong parked car and start talking to a complete stranger. I might accidentally mistake Mr. Clean for mouthwash",https://atimetoshare.me/2017/05/02/am-i-losing-it/,Not Spam
104,twitter.com,"[ AguaDentalTX ] Before buying your mouthwash, be sure to look for the ADA seal of approval so that you know the claims on the... http://fb.me/FRoRJhX5  by AguaDentalTX","[ AguaDentalTX ] Before buying your mouthwash, be sure to look for the ADA seal of approval so that you know the claims on the... http://fb.me/FRoRJhX5 ",http://twitter.com/AguaDentalTX/statuses/869584383333806081,Not Spam
105,twitter.com,[ fatboyprospect ] I sing in the rain like gene Kelly in between tellys puffin Listerine jelly by fatboyprospect,[ fatboyprospect ] I sing in the rain like gene Kelly in between tellys puffin Listerine jelly,http://twitter.com/fatboyprospect/statuses/869652421949227009,Not Spam
106,facebook.com,GLAMOUR’s Most GLAMOURous 2017: The reader journey by Glamour South Africa,WATCH! See inside Nombuso Mnikathi's GLAMOURous reader journey! #GMG17 Follow the fabulous day of the winner of 2017's GLAMOUR’s Most GLAMOURous Reader Search in association with Listerine Advanced White! Videography: Jaick Rhet... https://www.youtube.com/embed/jzZVe58jXyY?autoplay=1,http://www.facebook.com/223746867653527/posts/1721886061172926,Spam
107,twitter.com,"[ YarAbetch ] I shouldn't be allowed to wear white shirts... I've spilled pizza, starbs, and listerine all over it today    thank God for stain remover by YarAbetch","[ YarAbetch ] I shouldn't be allowed to wear white shirts... I've spilled pizza, starbs, and listerine all over it today    thank God for stain remover",http://twitter.com/YarAbetch/statuses/869802612706627584,Not Spam
108,facebook.com,Listerine: 10 Incredible And Surprising Uses Every Woman Sho... by Me And Mr. Wrong,"We all know it helps with stinky breath, but did you know mouthwash can actually be used in a ton of cool ways? Definitely trying this tonight! Because I like to be prepared for any situation, my medicine cabinet is absolutely overflowing with all kinds of natural and drugstore products. And while I’ve used several of these bathroom items for surprising health and household hacks — like my ever-useful container of VapoRub — I never thought…",http://www.facebook.com/487738611238287/posts/1627872217224915,Not Spam
109,geinoh.blog.so-net.ne.jp,Twitter Roundup 2017/05/03 Posts,"Nonbeda # 9: [https: Co Limited] medicated even listerine cool mint with extra 1000ml [quasi-drugs] Https://t.co/hnKcjSj9zy 05/03 04:44 Nonbeda # 4: [HTTPS://T.CO/VXBQI04KCR Limited] medicated even Listerine original bonus 1000ml [quasi-drugs] https://t.co/X05knHnCKi 05/03 04:11 Nonbeda # 9: Best Selection ""Noir"" (First production limited edition a) (with Blu-ray Disc) Https://t.co/NQclby1JXL 05/03 03:59 Nonbeda # 10: Best Selection ""Blanc"" (first production limited edition a) (with Blu-ray Disc) https://t.co/jV82yihfF0 05/03 03:59 Nonbeda # 4: [https: Co Limited] Medicated Even Listerine taste",http://geinoh.blog.so-net.ne.jp/2017-05-03,Not Spam
110,twitter.com,"[ choudersheldt15 ] I step out on the scene, looking clean as Listerine by choudersheldt15","[ choudersheldt15 ] I step out on the scene, looking clean as Listerine",http://twitter.com/choudersheldt15/statuses/869979633944412160,Not Spam
111,altara.blogspot.com,word definitions,"1. Coffee (n.), the person upon whom one coughs. 2. Flabbergasted (adj.), appalled over how much weight you have gained. 3. Abdicate (v.), to give up all hope of ever having a flat stomach. 4. Esplanade (v.), to attempt an explanation while drunk. 5. Willy-nilly (adj.), impotent. 6. Negligent (adj.), describes a condition in which you absentmindedly answer the door in your nightgown. 7. Lymph (v.), to walk with a lisp. 8. Gargoyle (n), olive-flavored mouthwash. 9. Flatulence (n.), emergency",http://altara.blogspot.com/2017/05/word-definitions.html,Spam
112,twitter.com,[ BJTHAMANN ] Weed taste the best after you brush your teeth and rinse your mouth out with Listerine by BJTHAMANN,[ BJTHAMANN ] Weed taste the best after you brush your teeth and rinse your mouth out with Listerine,http://twitter.com/BJTHAMANN/statuses/869556110222557184,Not Spam
113,joshuahealthtips.wordpress.com,"The Most Powerful Herb That Treats Stomach Aches, Arthritis,..."," people who have a lower blood pressure and thyme oil can raise and normalize the blood pressure levels. Tonic The thyme essential oil can boost circulation and support the nervous health, muscles, digestive health and the skin. Antiseptic The antiseptic properties are very powerful and can treat cuts and wounds, sores and also prevent infections. This capacity is due to the presence of Caryophyllene and Camphene. Antirheumatic Arthritis is the underlying cause of rheumatism and thyme oil can",https://joshuahealthtips.wordpress.com/2017/05/17/the-most-powerful-herb-that-treats-stomach-aches-arthritis-flu-diarrhea-sore-throat-and-viruses/,Not Spam
114,facebook.com,"Ab0036, Malaysia smile v Mouthwash Main ingredient: 1 ... by Lynn Tan","Ab0036, Malaysia smile v Mouthwash Main ingredient: 1 Virgin Coconut oil 2) lemon essential Oil 3 laurel and peppermint oil are refined from all natural vegetable oils, no chemical additives the safest white teeth, oral detoxification method at home can also easily whiten their teeth, effect Leazior # smile Artifact # White Teeth # Mouth Detox # Mouthwash Oil I",http://www.facebook.com/1762945307321303/posts/1950271481922017,Not Spam
115,drgeorgeduelloblog.blogspot.com,WEB MD Article Supports Proper Toothbrushing Techniques And ...," and loosen plaque from your teeth and gums. That plaque can cause gum disease and lead to tooth decay. “Sometimes people think that the harder the bristles are, the more they’ll clean. But that’s not something that’s necessarily true,” says Maricelle Abayon, a dentist with the Eastman Institute for Oral Health in Rochester, NY. “Soft bristles clean very effectively, more than the hard bristles. The hard bristles actually can wear down your tooth structure.” Look for the American Dental",http://drgeorgeduelloblog.blogspot.com/2017/05/web-md-article-supports-proper.html,Not Spam
116,facebook.com,Timeline Photos by The Dental Studio,Dental professionals recommend replacing your #toothbrush every 3 months #singaporemedicalgroup #smg #tds #thedentalstudio #oralhealth #healthyteethandgums #dentist #mouthwash #bacteria,http://www.facebook.com/120730018525/posts/10154681928743526,Not Spam
117,angel4light.wordpress.com,Herbal Oil: Rosemary Oil Benefits and Uses," shiny coats. This essential oil is a disinfectant and is often used as a mouthwash, helping remove bad breath. By removing oral bacteria, rosemary oil can prevent cavities, plaque buildup, and other dental issues. The mesmerizing aroma of rosemary is worth noting, too, making it an excellent inhalant. Rosemary oil is used in candles, perfumes, bath oils, fresheners, and cosmetics, boosting mental energy when inhaled. Used with 50:50 dilution, rosemary oil can be applied on ankles and wrists (two to",https://angel4light.wordpress.com/2017/05/16/herbal-oil-rosemary-oil-benefits-and-uses/,Not Spam
118,twitter.com,[ hearit4girls ] #NowPlaying Kate Nash Mouthwash https://t.co/nupyPW7Ed0 #streaming #streamingonline #music by hearit4girls,[ hearit4girls ] #NowPlaying Kate Nash Mouthwash https://t.co/nupyPW7Ed0 #streaming #streamingonline #music,http://twitter.com/hearit4girls/statuses/869993210097086464,Spam
119,yourinfernalmajesty1.tumblr.com,self care for when you hit rock bottom,"catstrus: i fucking hate self care posts made by neurotypicals so here’s one from someone who Actually Gets It -can’t shower or take a bath? me either. dry shampoo can make your hair look and feel cleaner, and baby wipes or makeup wipes work great to get the top layer of grime off your skin. -can’t wash your sheets and make your bed? i feel you. push your blankets out of the way and shake the crumbs off your sheet. it will at least be a bit more comfortable. -can’t even change out of your dirty",https://yourinfernalmajesty1.tumblr.com/post/160899296642,Not Spam
120,twitter.com,"[ Jacob_in_NorCal ] My wife just told me that my breath stinks and Listerine isn't cutting it and I should try scope. Not periscope though, apparently. Oh well by Jacob_in_NorCal","[ Jacob_in_NorCal ] My wife just told me that my breath stinks and Listerine isn't cutting it and I should try scope. Not periscope though, apparently. Oh well",http://twitter.com/Jacob_in_NorCal/statuses/869644205227954176,Not Spam
121,twitter.com,[Mirggi] @ Alejandritus23 @ NatpuntoG vinegar with bicarbonate to make sure he doesn't pee. The table will solve it with Listerine. by Mirggi,[Mirggi] @ Alejandritus23 @ NatpuntoG vinegar with bicarbonate to make sure he doesn't pee. The table will solve it with Listerine.,http://twitter.com/mirggi/statuses/869589126185725954,Not Spam
122,twitter.com,[BrERROR] This propaganda of Listerine who did it has to be trapped by BrERROR,[BrERROR] This propaganda of Listerine who did it has to be arrested,http://twitter.com/brERROR/statuses/870076763921158146,Not Spam
123,twitter.com,[ SustainbyKat ] Fun plant facts: Did you know the active ingredients for Listerine all come from plants?… https://t.co/ZDe6qAAUNC by SustainbyKat,[ SustainbyKat ] Fun plant facts: Did you know the active ingredients for Listerine all come from plants?… https://t.co/ZDe6qAAUNC,http://twitter.com/SustainbyKat/statuses/869672396327923712,Not Spam
124,voroskoromlakk.blogspot.com,SOLD OUT | March & April," the cat tusvonalnak is the ""farkincája"", there are always red kicsípte. Arctisztításra smoothly was using, it was a little bit better for oily skin; usually kipirosodtam him, but after half an hour gone. Overall, not sure about újravenném. Although not included in the above photo, but oral care in everything from ""it"". Z kill Listerin mouth-wash, tea fogkrémemet and Elmex fogkefémet is replaced. You what benefit were you really away lately? Mulberry",http://voroskoromlakk.blogspot.com/2017/05/elfogytak-marcius-aprilis.html,Not Spam
125,ideasnet.blogspot.com,Day 355: Sexism in Ads : Listerine,"The second one in this series is an ad printed in 1932 for Listerine. Well, they seem to have problems with the breath of a woman who is ready for her marriage. What about the man? Image Courtesy: Meena's iPhone",http://ideasnet.blogspot.com/2017/02/day-355-sexism-in-ads-listerine.html,Spam
126,twitter.com,[peurfec] @GC_HMY udh pake listerine sori. g by peurfec,[peurfec] @GC_HMY udh pake listerine sori. g,http://twitter.com/peurfec/statuses/869938639693688832,Not Spam
127,facebook.com,She put Listerine in a cotton and rubbed her armpits... Min... By tips and recipes,She put Listerine in a cotton and rubbed her armpits... Minutes later... Wow! I never imagined! See here: https://www.dicasdetudo.org/ela-colocou-listerine-num-algodao-e-esfregou-nas-axilas-m minutes-after-wow-never-imagined/click on the photo and check!!!,http://www.facebook.com/610051939023395/posts/1658139660881279,Spam
128,twitter.com,[ Bingo653 ] @SUNGLASSLASHER he gurgles listerine to transform by Bingo653,[ Bingo653 ] @SUNGLASSLASHER he gurgles listerine to transform,http://twitter.com/Bingo653/statuses/869923914788593664,Not Spam
129,twitter.com,[mepaa _] Do snaps snapped on me. My fragile heart. Pake aja blubbering listerine gargle. Pedes. by mepaa _,[mepaa _] Do snaps snapped on me. My fragile heart. Pake aja blubbering listerine gargle. Pedes.,http://twitter.com/mepaa_/statuses/870064977176010752,Not Spam
130,cheatsheet.com,15 Clever Ways to Use a Lemon You Never Thought of Before," your own, check out DIY Remedies for some suggestions. 12. Making a mouthwash Lemon juice can come in handy when you have bad breath. | iStock.com Rinsing your mouth with lemon juice probably isn’t the first bad-breath-go-to remedy that comes to mind. But if you’re in a pickle — or just ate a bunch of pickles — a little squirt of lemon will have you feeling fresh in no time. So, no need to go back to the office stinking of your tuna sandwich lunch; just keep a little lemon juice at your desk",http://www.cheatsheet.com/culture/clever-ways-to-use-a-lemon-you-never-thought-of-before.html/,Spam
131,asofiimartins.blogspot.com,Cruelty-free toothpaste that we can find in Anyth...,"(This image does not belong to me, I found it here) Since my last post of this genre ran too, today I decided to do one of the same genre about products for our teeth: from Elixirs, to toothpastes, dental wires, etc.! One essential for all of us in everyday! I leave you also a list of brands avoiding because they test on animals. Some brands to avoid Aquafresh Bexident (Isdin) Colgate Coirrigation Curaprox Eludril lacer Listerine Oral-B paradontax Pearl drops.",http://asofiimartins.blogspot.com/2017/05/pastas-de-dentes-cruelty-free.html,Not Spam
132,twitter.com,[ savyoungblood ] I JUST SWALLOWED A TON OF MOUTHWASH CAN I DIE FROM THIS SOMEONE HELP by savyoungblood,[ savyoungblood ] I JUST SWALLOWED A TON OF MOUTHWASH CAN I DIE FROM THIS SOMEONE HELP,http://twitter.com/savyoungblood/statuses/869887477510688768,Not Spam
133,twitter.com,"[ chrispoff84 ] @ScottQuinnell Well make sure you buy the essentials then. Mouthwash, crisps, haribo, toilet roll, family size bar of galaxy and spare pants by chrispoff84","[ chrispoff84 ] @ScottQuinnell Well make sure you buy the essentials then. Mouthwash, crisps, haribo, toilet roll, family size bar of galaxy and spare pants",http://twitter.com/chrispoff84/statuses/869997855519293440,Not Spam
134,twitter.com,[ DemichelisDDS ] Is mouthwash bad for your teeth? by DemichelisDDS,[ DemichelisDDS ] Is mouthwash bad for your teeth?,http://twitter.com/DemichelisDDS/statuses/869978574845083648,Not Spam
135,liz-stout.blogspot.com,Deadly Appalachia Fly Spray Recipe," our temperate Appalachian rainforest environment beautifully! I've been using it for 6 years now with wonderful results - it's definitely better than any store-bought I've tried. While the recipe can be made without the permethrin, I will tell you from experience that it won't be as effective. My BO is a medical professional and did some research into the toxicity of it in this recipe because so many people cry foul at chemicals these days. She noted that while yes, it can be toxic, in the",http://liz-stout.blogspot.com/2017/05/deadly-appalachia-fly-spray-recipe_17.html,Not Spam
136,brunnerfamilydental.wordpress.com,Managing Gum Disease,or tongue scraper to remove material from your tongue. Scrub larger gaps in between teeth with an inter proximal brush – a small pipe-cleaner-like tool that may remove material from wider spaces better than floss alone. Mouthwash Swishing with an antimicrobial rinse can prevent plaque build up and reduce gingivitis. But you still need to brush and floss to get the best results. Rinsing alone is not enough to remove the build up. Medical Treatments Deep cleaning If your gum disease had progressed,https://brunnerfamilydental.wordpress.com/2017/05/24/managing-gum-disease/,Not Spam
137,papajoesfables.wordpress.com,A Christmas Story:," remotely tolerable and the blurbs describing the content of the books I had not read pained my recently damaged gag reflex. So, I took a swig of Magic Mouthwash, forced myself out of bed and went searching the house for entertainment. Perhaps, I would surprise Santa Claus stealing Christmas presents. When I was just a young nubbin at Christmas time, I would pray that the gathering of my family for that joyous holiday would not end in a drunken brawl. That prayer was never answered. I also prayed I",https://papajoesfables.wordpress.com/2017/05/30/a-christmas-story/,Spam
138,dailyjokesquotesquizzlersandteases.wordpress.com,"Tuesday’s Jokes, Quotes, Quizzlers and Teases!"," who has been run over by a steamroller. Flusterpated: Being so flustered that words get bound up inside you. Frisbeetarianism: The belief that when one dies, the soul flies up to the roof and gets stuck there. Gargoyle: Olive flavor mouthwash. Generica: Features of the American landscape that are exactly the same no matter where one is, such as fast food joints, strip malls, subdivisions. Giraffiti: Vandalism spray-painted very, very high. Glibido: All talk and no action. Gossip: A person who",https://dailyjokesquotesquizzlersandteases.wordpress.com/2017/05/16/tuesdays-jokes-quotes-quizzlers-and-teases-49/,Not Spam
139,twitter.com,[ SendBack2Africa ] Timex listerine is just mad that the head represents her career    https://t.co/JK5B9T5CHC by SendBack2Africa,[ SendBack2Africa ] Timex listerine is just mad that the head represents her career    https://t.co/JK5B9T5CHC,http://twitter.com/SendBack2Africa/statuses/869994159523987457,Spam
